beginShape
17,17
17,18
18,18
19,18
20,18
21,19
22,19
23,19
24,19
25,20
26,20
27,20
28,20
29,20
30,21
30,22
31,23
32,23
33,24
34,24
35,25
35,26
35,27
35,28
35,29
35,30
35,31
35,32
35,33
34,34
33,35
32,36
32,37
31,38
31,39
30,40
30,41
29,42
28,43
28,44
27,45
27,46
27,47
26,48
26,49
26,50
26,51
27,52
27,53
27,54
28,55
29,55
30,55
31,55
32,55
33,55
34,55
35,55
36,55
37,55
38,55
39,55
40,55
41,55
42,54
43,54
44,54
44,53
43,52
42,51
41,51
40,50
39,49
38,48
37,49
36,49
35,49
34,48
34,47
35,46
36,46
37,45
37,44
38,43
38,42
38,41
38,40
38,39
39,38
39,37
40,36
41,35
41,34
41,33
41,32
41,31
41,30
41,29
42,28
41,27
41,26
41,25
41,24
41,23
41,22
41,21
40,20
40,19
39,18
38,18
37,17
36,17
35,16
35,15
34,14
33,14
32,14
31,15
31,16
30,17
29,17
28,17
27,17
26,17
25,17
24,17
23,17
22,17
21,17
20,17
19,17
18,17
beginContour
endContour
endShape
