beginShape
14,51
14,52
14,53
15,53
16,53
17,53
18,52
19,51
20,50
21,50
21,49
21,48
21,47
21,46
21,45
21,44
22,43
22,42
22,41
22,40
23,39
23,38
24,37
25,36
25,35
25,34
25,33
26,32
27,33
28,34
28,35
28,36
29,37
30,38
30,39
31,40
32,41
33,41
34,42
35,42
36,42
37,42
38,41
39,40
40,39
41,38
41,37
42,36
42,35
43,34
43,33
43,32
44,31
45,32
45,33
45,34
46,35
46,36
46,37
46,38
47,39
47,40
47,41
47,42
48,43
48,44
48,45
48,46
48,47
48,48
48,49
48,50
49,51
50,51
51,51
52,52
53,52
54,53
55,54
56,53
56,52
56,51
55,50
54,49
53,48
52,47
51,46
51,45
51,44
51,43
51,42
51,41
51,40
50,39
50,38
50,37
50,36
50,35
50,34
50,33
50,32
50,31
50,30
49,29
49,28
49,27
48,26
48,25
48,24
47,23
47,22
46,21
45,21
44,21
43,21
42,22
41,23
40,24
39,25
39,26
38,27
37,27
36,27
35,26
34,26
33,26
32,26
31,25
31,24
30,23
29,22
28,21
27,21
26,21
25,21
24,22
23,23
23,24
23,25
22,26
22,27
22,28
21,29
21,30
21,31
21,32
21,33
20,34
20,35
20,36
19,37
19,38
19,39
19,40
19,41
19,42
19,43
18,44
18,45
18,46
17,47
17,48
16,49
15,50
beginContour
endContour
endShape
