beginShape
26,18
26,19
26,20
26,21
26,22
26,23
27,24
27,25
27,26
27,27
27,28
27,29
27,30
27,31
27,32
27,33
28,34
28,35
28,36
29,37
29,38
29,39
29,40
29,41
29,42
29,43
28,44
29,45
29,46
29,47
28,48
28,49
28,50
28,51
28,52
28,53
29,54
29,55
30,56
31,57
32,57
33,57
34,57
35,57
36,57
37,57
38,57
39,57
40,57
41,56
42,56
43,55
44,54
45,53
45,52
46,51
46,50
46,49
46,48
46,47
46,46
46,45
47,44
47,43
47,42
47,41
47,40
47,39
47,38
46,37
46,36
45,36
44,36
43,35
42,34
42,33
42,32
42,31
42,30
42,29
42,28
42,27
41,26
41,25
41,24
41,23
41,22
41,21
41,20
40,20
39,21
39,22
39,23
39,24
39,25
39,26
39,27
40,28
40,29
40,30
40,31
40,32
40,33
40,34
40,35
40,36
40,37
40,38
40,39
40,40
40,41
40,42
41,43
41,44
41,45
40,46
39,47
38,48
37,48
36,48
35,47
34,46
34,45
34,44
34,43
34,42
33,41
33,40
33,39
33,38
33,37
32,36
32,35
31,34
31,33
31,32
31,31
30,30
30,29
30,28
30,27
29,26
29,25
29,24
29,23
29,22
29,21
29,20
29,19
29,18
29,17
30,16
30,15
30,14
29,14
28,14
28,15
27,16
27,17
beginContour
endContour
endShape
