beginShape
27,34
27,35
27,36
27,37
27,38
27,39
27,40
27,41
27,42
28,43
28,44
28,45
28,46
29,47
29,48
30,49
30,50
30,51
30,52
30,53
31,54
31,55
32,56
33,57
34,58
35,58
36,58
37,58
38,58
39,58
40,57
41,56
41,55
41,54
42,53
43,52
44,53
45,53
46,53
46,52
46,51
46,50
46,49
45,48
44,47
43,46
43,45
43,44
43,43
43,42
43,41
43,40
43,39
43,38
43,37
43,36
43,35
43,34
43,33
43,32
42,31
42,30
42,29
42,28
41,27
41,26
40,25
39,24
39,23
39,22
39,21
38,20
38,19
38,18
37,17
37,16
37,15
36,14
35,14
35,15
35,16
35,17
34,18
34,19
34,20
33,21
32,22
32,23
32,24
31,25
31,26
30,27
30,28
30,29
29,30
28,31
28,32
28,33
beginContour
endContour
beginContour
endContour
endShape
