beginShape
26,17
26,18
26,19
27,20
28,21
29,21
30,21
31,21
32,22
32,23
32,24
32,25
32,26
32,27
33,28
32,29
32,30
32,31
32,32
32,33
32,34
32,35
32,36
32,37
32,38
32,39
32,40
32,41
33,42
33,43
33,44
33,45
33,46
33,47
33,48
34,49
34,50
34,51
34,52
35,53
35,54
35,55
34,56
34,57
35,58
36,58
37,58
37,57
37,56
37,55
36,54
37,53
37,52
37,51
38,50
38,49
38,48
38,47
38,46
38,45
38,44
38,43
38,42
38,41
38,40
38,39
38,38
38,37
39,36
39,35
39,34
39,33
38,32
38,31
38,30
38,29
38,28
38,27
39,26
39,25
39,24
39,23
40,22
41,21
42,21
43,21
44,21
45,20
45,19
45,18
44,18
43,17
42,17
41,16
40,16
39,16
38,15
38,14
37,13
36,13
35,13
34,13
34,14
34,15
33,16
32,16
31,15
30,16
29,16
28,16
27,17
beginContour
endContour
endShape
