beginShape
18,106
18,107
18,108
18,109
19,109
20,109
21,109
22,109
23,109
24,109
25,109
26,108
27,107
28,107
29,107
30,106
30,105
30,104
30,103
30,102
30,101
30,100
31,99
31,98
32,97
32,96
33,95
34,94
34,93
35,92
36,91
37,90
37,89
38,88
38,87
38,86
39,85
39,84
39,83
40,82
40,81
41,80
42,79
43,78
43,77
44,76
45,75
45,74
46,73
46,72
47,71
48,70
49,69
50,68
50,67
51,66
52,67
52,68
52,69
52,70
53,71
54,72
54,73
55,74
55,75
56,76
57,76
58,77
59,78
60,78
61,77
62,76
63,76
64,76
65,75
65,74
66,73
67,72
68,73
69,74
70,75
70,76
71,77
72,78
73,79
74,80
75,81
75,82
75,83
75,84
76,85
76,86
76,87
77,88
77,89
78,90
79,91
79,92
80,93
81,94
82,95
83,96
83,97
84,98
84,99
84,100
84,101
85,102
85,103
85,104
85,105
85,106
86,106
87,107
88,107
89,107
90,107
91,107
92,108
93,109
94,109
95,109
96,109
97,109
98,109
99,109
99,108
98,107
98,106
97,105
96,105
95,104
94,103
93,103
92,102
91,101
91,100
90,99
89,98
89,97
89,96
88,95
88,94
88,93
87,92
87,91
87,90
87,89
87,88
86,87
86,86
86,85
85,84
85,83
84,82
84,81
83,80
82,79
82,78
81,77
80,76
80,75
79,74
78,73
78,72
78,71
78,70
78,69
78,68
77,67
77,66
77,65
76,64
76,63
77,62
77,61
77,60
77,59
77,58
77,57
77,56
77,55
77,54
77,53
77,52
76,51
76,50
76,49
75,48
75,47
75,46
74,45
74,44
74,43
73,42
73,41
73,40
73,39
72,38
72,37
72,36
72,35
71,34
71,33
70,32
70,31
69,30
69,29
68,28
68,27
67,26
67,25
66,24
65,23
64,22
64,21
64,20
64,19
63,18
62,17
61,17
60,16
59,15
58,15
57,15
56,15
55,15
55,16
54,17
53,18
52,19
51,20
50,21
49,22
49,23
49,24
49,25
49,26
48,27
48,28
47,29
47,30
47,31
46,32
46,33
46,34
45,35
45,36
44,37
44,38
44,39
44,40
44,41
44,42
44,43
44,44
43,45
43,46
43,47
43,48
42,49
42,50
42,51
42,52
42,53
41,54
41,55
41,56
41,57
41,58
40,59
40,60
40,61
40,62
39,63
39,64
38,65
38,66
38,67
37,68
37,69
37,70
37,71
36,72
35,73
35,74
34,75
34,76
33,77
32,78
32,79
31,80
31,81
31,82
30,83
30,84
29,85
29,86
28,87
28,88
28,89
28,90
27,91
27,92
27,93
26,94
26,95
26,96
26,97
25,98
25,99
24,100
24,101
24,102
23,103
22,104
21,105
20,105
19,106
beginContour
endContour
beginContour
endContour
beginContour
endContour
beginContour
endContour
endShape
