beginShape
17,14
17,15
17,16
17,17
17,18
17,19
18,20
18,21
18,22
19,23
19,24
19,25
20,26
20,27
20,28
21,29
21,30
21,31
22,32
22,33
22,34
23,35
23,36
24,37
24,38
25,39
25,40
25,41
26,42
26,43
26,44
27,45
27,46
27,47
28,48
28,49
28,50
28,51
29,52
30,53
30,54
31,54
32,54
33,54
34,54
35,54
36,54
37,54
38,53
38,52
39,51
39,50
39,49
40,48
40,47
41,46
41,45
41,44
42,43
42,42
42,41
42,40
43,39
43,38
44,37
44,36
45,35
46,34
46,33
46,32
47,31
47,30
47,29
47,28
48,27
48,26
48,25
48,24
48,23
49,22
50,21
50,20
51,19
51,18
51,17
51,16
51,15
51,14
50,14
49,14
49,15
49,16
48,17
48,18
48,19
48,20
47,21
47,22
47,23
46,24
46,25
45,26
45,27
44,28
44,29
43,30
43,31
43,32
42,33
41,34
40,35
40,36
39,37
39,38
38,39
38,40
38,41
37,42
36,42
36,43
35,44
34,44
33,44
32,44
31,43
31,42
30,41
30,40
29,39
29,38
28,37
28,36
27,35
26,34
26,33
25,32
25,31
25,30
24,29
24,28
23,27
22,26
22,25
21,24
21,23
21,22
21,21
20,20
20,19
20,18
19,17
19,16
18,15
18,14
beginContour
endContour
endShape
