beginShape
24,12
24,13
24,14
24,15
24,16
24,17
24,18
24,19
24,20
24,21
25,21
26,22
26,23
27,24
28,25
29,26
30,27
30,28
30,29
31,30
31,31
31,32
31,33
31,34
31,35
30,36
30,37
30,38
30,39
30,40
29,41
29,42
28,43
28,44
28,45
28,46
28,47
28,48
27,49
27,50
27,51
27,52
26,53
26,54
26,55
26,56
26,57
26,58
25,59
25,59
26,59
27,59
27,58
27,57
27,56
28,55
29,54
29,53
29,52
29,51
30,50
30,49
30,48
31,47
31,46
31,45
32,44
33,43
34,42
35,43
35,44
35,45
36,46
36,47
36,48
37,49
37,50
38,51
38,52
38,53
38,54
39,55
39,56
39,57
39,58
39,59
40,59
41,59
42,59
42,59
41,58
41,57
41,56
41,55
40,54
40,53
40,52
40,51
39,50
39,49
39,48
39,47
38,46
38,45
38,44
38,43
38,42
38,41
38,40
37,39
37,38
37,37
37,36
36,35
36,34
36,33
36,32
36,31
36,30
37,29
37,28
37,27
38,26
39,25
39,24
40,23
41,22
42,21
42,20
42,19
42,18
42,17
42,16
42,15
42,14
42,13
42,12
42,11
42,10
41,10
40,10
40,11
41,12
42,13
42,14
41,15
41,16
40,17
40,18
39,19
39,20
38,21
37,21
36,22
35,22
34,21
35,20
35,19
35,18
35,17
35,16
35,15
34,14
33,14
32,14
32,15
31,16
31,17
31,18
32,19
32,20
32,21
31,22
30,21
29,21
28,20
27,19
26,18
26,17
25,16
25,15
25,14
26,13
26,12
26,11
25,10
25,10
25,11
beginContour
endContour
endShape
